Approx Duration (ms),Video Description (Original),Video Title (Original),Video Publish Timestamp
2339000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

UTKFace dataset (Used in this video): https://susanqq.github.io/UTKFace/

Haarcascade models, if interested in detecting faces and extracting them into new images.
https://github.com/opencv/opencv/tree/master/data/haarcascades
Celeb Dataset (Not used in the video): 
https://www.kaggle.com/jessicali9530/celeba-dataset

Description: 
Latent space is hard to interpret unless conditioned using many classes.​
But, the latent space can be exploited using generated images.​
Here is how...

- Generate 10s of images using random latent vectors.​
- Identify many images within each category of interest (e.g., smiling man, neutral man, etc. )​
- Average the latent vectors for each category to get the mean representation in the latent space (for that category).​
- Use these mean latent vectors to generate images with features of interest. ​
In summary, you can find the latent vectors for Smiling Man, neutral face man, and a baby with a neutral face and then generate a smiling babyface by:

    Smiling Man + Neutral Man - Neutral baby = Smiling Baby",257 - Exploring GAN latent space to generate images with desired features​,2022-02-16T08:00:13+00:00
1109000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Cross-entropy is a measure of the difference between two probability distributions.​",Tips Tricks 15 - Understanding Binary Cross-Entropy loss,2021-08-09T07:00:10+00:00
52000,"Coyote Hills Regional Park - San Francisco East Bay

https://www.ebparks.org/parks/coyote_hills/",🚴‍♀️ around the Coyote Hills Regional Park - San Francisco East Bay,2021-07-31T21:10:14+00:00
1008000,"Rough calculation to estimate the required memory (esp. GPU) to train a deep learning model. 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",Tips Tricks 16 - How much memory to train a DL model on large images,2021-08-16T07:00:30+00:00
2465000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset:
https://www.kaggle.com/uciml/pima-indians-diabetes-database

A decorator in python allows us to add new functionality to an existing 
object (function or class) by not requiring us to modify the object's structure. 

Decorators allow us to wrap another function to extend the behavior of the wrapped function, without permanently modifying it. They are typically called before defining another function that we'd like to decorate.

Functions are first-class objects in python. This means they support 
the following operations. 

- Stored in a variable. 
- Passed as an argument to another function. 
- Defined inside another function.
- Returned from another function. 
- Store in data structures such as lists.

Decorators leverage this behavior of functions.",Tips Tricks 17 - All you need to know about decorators in python,2021-08-23T07:00:16+00:00
372000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset: https://www.kaggle.com/jessicali9530/celeba-dataset

Haarcascade models...
https://github.com/opencv/opencv/tree/master/data/haarcascades",Tips Tricks 18 - Extracting faces from images for deep learning training,2021-08-30T07:00:01+00:00
450000,"References from the video:
Sketch Your Own GAN: 
https://arxiv.org/pdf/2108.02774.pdf

LARGE: Latent-Based Regression through GAN Semantics: 
https://arxiv.org/pdf/2107.11186.pdf

PathML: A unified framework for whole-slide image analysis with deep learning:
https://www.medrxiv.org/content/10.1101/2021.07.07.21260138v1.full.pdf

SofGAN: A GAN Face Generator That Offers Greater Control
https://www.unite.ai/sofgan-a-gan-face-generator-that-offers-greater-control/

BOOK: Making It Personal: How To Profit From Personalization Without Invading Privacy
Author: Bruce Kasanoff 
Please search your local book store for this book.",What I am reading this week about Machine Learning and AI - 13 August 2021,2021-08-13T07:00:12+00:00
2132000,"Confused about paying for cloud-based systems versus purchasing your own workstation? Hopefully, this video can shed some light.",Tips Tricks 19 - colab vs colab pro vs purchasing your own system,2021-09-06T07:00:09+00:00
2058000,"Semi-supervised learning with generative adversarial networks. 

Semi-supervised refers to the training process where the model gets trained only on a few labeled images but the data set contains a lot more unlabeled images. This can be useful in situations where you have a humongous data set but only partially labeled. 

In regular GAN the discriminator is trained in an unsupervised manner, where it predicts whether the image is real or fake (binary classification). In SGAN, in addition to unsupervised, the discriminator gets trained in a supervised manner on class labels for real images (multiclass classification). 

In essence, the unsupervised mode trains the discriminator to learn features and the supervised mode trains on corresponding classes (labels). The GAN
can be trained using only a handful of labeled examples. 

In a standard GAN our focus is on training a generator that we want to use to generate fake images. In SGAN, our goal is to train the discriminator to be an excellent classifier using only a few labeled images. We can still use the generator to generate fake images but our focus is on the discriminator. 

Why do we want to follow this path is CNNs can easily classify images?
Apparently, this approach achieves better accuracy for limited labeled data compared to CNNs. 
(https://arxiv.org/abs/1606.01583)

Another useful resource: https://arxiv.org/pdf/1606.03498.pdf​",258 - Semi-supervised learning with GANs,2022-02-23T08:00:08+00:00
1753000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Semi-supervised learning with generative adversarial networks. 

Semi-supervised refers to the training process where the model gets trained only on a few labeled images but the data set contains a lot more unlabeled images. This can be useful in situations where you have a humongous data set but only partially labeled. 

In regular GAN the discriminator is trained in an unsupervised manner, where it predicts whether the image is real or fake (binary classification). In SGAN, in addition to unsupervised, the discriminator gets trained in a supervised manner on class labels for real images (multiclass classification). 

In essence, the unsupervised mode trains the discriminator to learn features and the supervised mode trains on corresponding classes (labels). The GAN
can be trained using only a handful of labeled examples. 

In a standard GAN our focus is on training a generator that we want to use to generate fake images. In SGAN, our goal is to train the discriminator to be an excellent classifier using only a few labeled images. We can still use the generator to generate fake images but our focus is on the discriminator. 

Why do we want to follow this path is CNNs can easily classify images?
Apparently, this approach achieves better accuracy for limited labeled data compared to CNNs. 
(https://arxiv.org/abs/1606.01583)

Another useful resource: https://arxiv.org/pdf/1606.03498.pdf​",259 - Semi-supervised learning with GANs - in keras,2022-03-02T08:00:25+00:00
2009000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Detecting anomaly images using AutoEncoders. 
(Sorting an entire image as either normal or anomaly)

Here, we use both the reconstruction error and also the kernel density estimation
based on the vectors in the latent space. We will consider the bottleneck layer output
from our autoencoder as the latent space. 

This code uses the malarial data set but it can be easily applied to 
any application. 

Data from: https://lhncbc.nlm.nih.gov/LHC-publications/pubs/MalariaDatasets.html",260 - Identifying anomaly images using convolutional autoencoders,2022-03-09T08:00:16+00:00
1585000,"Anomaly localization in images using the global average pooling layer.

Binary classification - Good vs. bad images (Uninfected vs parasiized)
This code uses the malarial data set but it can be easily applied to 
any application. 

Data from: https://lhncbc.nlm.nih.gov/LHC-publications/pubs/MalariaDatasets.html

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",262 - Localizing anomalies in images,2022-03-23T07:00:13+00:00
911000,"What is the Global Average Pooling (GAP layer) and how it can be used to summrize features in an image?

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",261 - What is global average pooling in deep learning?,2022-03-16T07:00:16+00:00
963000,"Object localization in an image by leveraging the global average pool layer. 

Imagenet classes can be obtained from here:
    https://gist.github.com/yrevar/942d3a0ac09ec9e5eb3a
    OR
    https://github.com/Waikato/wekaDeeplearning4j/blob/master/docs/user-guide/class-maps/IMAGENET.md

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",263 - Object localization in images​ using GAP layer,2022-03-30T07:00:08+00:00
1846000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Outlier detection using alibi-detect

Alibi Detect is an open source Python library focused on outlier, adversarial and drift detection. The package aims to cover both online and offline detectors for tabular data, text, images and time series. The outlier detection methods should allow the user to identify global, contextual, and collective outliers.

pip install alibi-detect

https://github.com/SeldonIO/alibi-detect
Documentation: https://docs.seldon.io/_/downloads/alibi-detect/en/v0.5.1/pdf/

We will be using VAE based outlier detection. Based on this paper:
https://arxiv.org/pdf/1312.6114.pdf
    
The Variational Auto-Encoder (VAE) outlier detector is first trained on a batch of unlabeled, but normal (inlier) data. Unsupervised training is desirable since labeled data is often scarce. The VAE detector tries to reconstruct the input it receives. If the input data cannot be reconstructed well, the reconstruction error is high and the data can be flagged as an outlier. The reconstruction error is either measured as the mean squared error (MSE) between the input and the reconstructed instance or as the probability that both the input and the reconstructed instance are generated by the same process.

Data set info: https://openaccess.thecvf.com/content_CVPR_2019/papers/Bergmann_MVTec_AD_--_A_Comprehensive_Real-World_Dataset_for_Unsupervised_Anomaly_CVPR_2019_paper.pdf
Data set link: https://www.mvtec.com/company/research/datasets/mvtec-ad",264 - Image outlier detection using alibi-detect,2022-04-06T07:00:11+00:00
2852000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

The input to the Vgg 16 model is 224x224x3 pixels images. 
The Kernel size is 3x3 and the pool size is 2x2 for all the layers.

If our image size is different, can we still use transfer learning?
The answer is YES.

Input image size does not matter as the weights are associated with the filter kernel size. This does not change based on the input image size, for convolutional layers. 

The number of channels does matter, as it affects the number of weights for the first convolutional layer. We can still use transfer learning by copying weights for the first channels from the original model and then filling the additional channel weights with the mean of existing weights along the channels.",Tips Tricks 20 - Understanding transfer learning for different size and channel inputs,2021-09-13T07:00:04+00:00
1860000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

What is a better approach when working with small training data for semantic segmentation? Is it deep learning such as U-net or is it feature extraction followed by machine learning classification (e.g., Random Forest, LGBM, XGBoost, SVM, etc.)?",265 - Feature engineering or deep learning (for semantic segmentation),2022-04-13T07:00:08+00:00
1724000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Demo using H&E normalization and H / E signal separation.
Here, we use openslide to read a whole slide image. 
We will then extract a lower reolution version of the image to normalize it and then to extract H and E signals separately. 

We will also perform the exact operation on the entire whole slide image by extracting tilee, processing them, and saving processed images separately. 

Please note that this code will not cover putting tiles back into a whole slide image (image pyramid). You can explore pyvips or similar package to put together tiles into an image pyramid. 

For an introduction to openslide, please watch video 266: 
    
For details about H&E normalization, please watch my video 122: https://youtu.be/yUrwEYgZUsA
    
Useful references:
A method for normalizing histology slides for quantitative analysis. M. Macenko et al., ISBI 2009
http://wwwx.cs.unc.edu/~mn/sites/default/files/macenko2009.pdf

Efficient nucleus detector in histopathology images. J.P. Vink et al., J Microscopy, 2013

Other useful references:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5226799/
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0169875",267 - Processing whole slide images (as tiles),2022-04-27T07:00:12+00:00
2017000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

OpenSlide can read virtual slides in several formats:
Aperio (.svs, .tif)
Hamamatsu (.ndpi, .vms, .vmu)
Leica (.scn)
MIRAX (.mrxs)
Philips (.tiff)
Sakura (.svslide)
Trestle (.tif)
Ventana (.bif, .tif)
Generic tiled TIFF (.tif)

OpenSlide allows reading a small amount of image data at the resolution 
closest to a desired zoom level.

pip install openslide-python

then download the latest windows binaries
https://openslide.org/download/

Extract the contents to a place that you can locate later.

If you are getting the error: [WinError 126] The specified module could not be found

Open the lowlevel.py file located in:
    lib\site-packages\openslide
    
Add this at the top, after from __future__ import division, in the lowlevel.py
os.environ['PATH'] = ""path+to+binary"" + "";"" + os.environ['PATH']
path+to+binary is the path to your windows binaries that you just downloaded.

In my case, it looks like this.

import os
os.environ['PATH'] = ""C:/Users/Admin/anaconda3/envs/py37/lib/site-packages/openslide/openslide-win64-20171122/bin"" + "";"" + os.environ['PATH']

A few useful commands to locate the sitepackages directory

import sys
for p in sys.path:
    print(p)",266 - Openslide library for whole slide images,2022-04-20T07:00:16+00:00
10000,,"Web-deployed deep learning model, on Heroku.",2021-09-15T23:37:16+00:00
1750000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

This video explains the process of using Flask to deploy your scikit-learn (or other) trained model into a web application.",268 - How to deploy your trained machine learning model into a local web application?,2022-05-04T07:00:07+00:00
1541000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

This video demonstrates the process of deploying your trained machine learning model as a browser-based app on Heroku (www.heroku.com)",269 - How to deploy your trained machine learning model as a web app on Heroku?,2022-05-11T07:00:27+00:00
2428000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

This video demonstrates the process of deploying your trained deep learning model as a browser-based app on Heroku. It uses HAM10000 trained model to predict skin cancer type for the image supplied by the user. 

Some useful commands:
Please install Heroku CLI on your system.

To log in to your Heroku account from CLI:
heroku login -i​

To scale dynos for your app:
heroku ps:scale web=1 --app app_name",270 - How to deploy your trained machine learning model as a web app on Heroku (No Docker),2022-05-18T07:00:21+00:00
1954000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

This video demonstrates the process of deploying your trained deep learning model as a browser-based app on Heroku by deploying a Docker container. It uses HAM10000 trained model to predict skin cancer type for the image supplied by the user. This application is exactly the same as the one from video 270 except here we use Docker. 


Some useful commands:
Please install Heroku CLI on your system.

To log in to your Heroku account from CLI:
heroku login -i​

To scale dynos for your app:
heroku ps:scale web=1 --app app_name

Docker:
Please install Docker on your system (e.g. Docker for Windows)
Our app name from this video is used as an example for the following commands. 

To build an image using the Docker file:
docker image build -t skincancer-app .

List Docker images:
docker image ls

To run Docker on a specific port:
docker run -p 5000:5000 -d skincancer-app

Open the URL to check your app.
http://localhost:5000/

To list docker containers:
docker container ls

To stop a container:
docker container stop container id

To clear all containers and cleanup:
docker system prune

To remove a Docker image: (check the image ID via: docker image ls)
docker image rm image_id

______________________

Heroku Docker deployment process from command prompt. 

heroku container:login

heroku create name-for-your-app

heroku container:push web --app name-for-your-app

heroku container:release web --app name-for-your-app

heroku ps:scale web=1 --app app_name",271 - How to deploy your trained machine learning model as a web app on Heroku (with docker),2022-05-25T07:00:09+00:00
1368000,"This video explains the process of exploring keras model saved as hdf5 (or .h5).

To download the HDF Viewer: https://www.hdfgroup.org/downloads/hdfview/",Tips Tricks 21 - Understanding the keras-trained model saved as hdf5 (or h5),2021-10-04T07:00:17+00:00
831000,"Link to the book on Amazon: https://www.amazon.com/Deep-Learning-fastai-Cookbook-easy/dp/1800208103/ref=sr_1_4?dchild=1&keywords=deep+learning+with+fastai&qid=1634237733&sr=8-4

Fastai API paper (pdf): https://arxiv.org/pdf/2002.04688.pdf",Book Review - Deep Learning with fastai Cookbook,2021-10-16T13:30:27+00:00
1728000,"Lung cancer subclassification using fastai​ 

Fastai API info: https://arxiv.org/pdf/2002.04688.pdf

Direct link to the colab notebook:
https://github.com/bnsreenu/python_for_microscopists/blob/master/Tips_tricks_22_fastai_lung_cancer_classification.ipynb

Data set information:
https://github.com/tampapath/lung_colon_image_set/
https://arxiv.org/ftp/arxiv/papers/1912/1912.12142.pdf
LC25000 Lung and colon histopathological image dataset from: https://academictorrents.com/details/7a638ed187a6180fd6e464b3666a6ea0499af4af

The dataset contains color 25,000 images with 5 classes of 5,000 images each. All images are 768 x 768 pixels in size and are in jpeg file format. Our dataset can be downloaded as a 1.85 GB zip file LC25000.zip. After unzipping, the main folder lung_colon_image_set contains two subfolders: colon_image_sets and lung_image_sets.

The subfolder lung_image_sets contains three secondary subfolders: lung_aca subfolder with 5000 images of lung adenocarcinomas, lung_scc subfolder with 5000 images of lung squamous cell carcinomas, and lung_n subfolder with 5000 images of benign lung tissues.",Lung cancer subclassification using fastai​ (Tips Tricks 22),2021-10-23T07:00:06+00:00
1853000,"Code from this video is available here:
https://github.com/bnsreenu/python_for_microscopists/blob/master/Tips_Tricks_23_COVID_vaccine_analysis.ipynb

COVID vaccination data can be downloaded from here: 
https://www.kaggle.com/gpreda/covid-world-vaccination-progress",COVID Vaccine analysis using pandas in python (Tips Tricks 23),2021-11-06T07:00:09+00:00
1324000,"pyviz documentation: https://pyvis.readthedocs.io/en/latest/

Code used in this video is available here:
https://github.com/bnsreenu/python_for_microscopists/blob/master/Tips_Tricks_24_quick_intro_to_pyviz.ipynb",Tips Tricks 24 - Interactive network visualization using pyviz,2021-11-20T08:00:08+00:00
781000,"Locating objects in large images using template matching
(opencv in python)

Code from this video is available here: https://github.com/bnsreenu/python_for_microscopists/blob/master/Tips_Tricks_25_locating_objects_in_large_images_via_template_matching.py",Tips Tricks 25 - Locating objects in large images using template matching,2021-11-22T22:42:46+00:00
751000,"7 best machine learning books in 2022

Basics:
The hundred-page machine learning book
Deep learning with python (François Chollet)
Automated machine learning with AutoKeras
Deep learning for computer vision with python

Advanced:
Deep Learning (Ian Goodfellow)
Pattern recognition and machine learning
Artificial intelligence, A modern approach - Fourth Edition",7 best machine learning books in 2022,2021-12-24T08:00:12+00:00
778000,"Just normalize your 16 bit image to its respective maximum pixel value and then convert to uint8 using numpy or opencv or scikit-image

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists/blob/master/Tips_Tricks_26_proper-way_to_convert_16bit_to_8bit_image.py

For my other code:
https://github.com/bnsreenu/python_for_microscopists",Tips Tricks 26 - How to properly convert 16 bit to 8 bit images in python,2022-01-15T08:00:02+00:00
293000,Link to the book on Amazon: https://www.amazon.com/Machine-Learning-Biotechnology-Life-Sciences/dp/1801811911,Book Review - Machine Learning in Biotechnology and Life Sciences,2022-03-05T08:00:03+00:00
756000,"Do not waste your time doing manual things that can be automated. This video walks you through the simple python code to extract required information from your Outlook inbox. You can find the code to this video here:
https://github.com/bnsreenu/python_for_microscopists/tree/master/AMT01_extracting_information_from_outlook_emails

For other code, checkout my GitHub repo: https://github.com/bnsreenu/python_for_microscopists",AMT1 - Extracting required information from your Outlook inbox,2022-02-19T00:22:39+00:00
962000,"Do not waste your time doing manual things that can be automated. This video walks you through the simple python code to extract required information from your Gmail inbox. A great way pf compiling text for your natural language processing and other machine learning projects. 

You can find the code to this video and other videos here:
https://github.com/bnsreenu/python_for_microscopists",AMT2 - Extracting Emails from your Gmail Inbox using python,2022-02-26T08:00:05+00:00
1628000,"The code snippet for this video can be downloaded from:  
https://github.com/bnsreenu/python_for_microscopists/blob/master/Tips_tricks_27_labeling_images_for_sem_segm_using_label_studio.py

For other code available on my GitHub:
https://github.com/bnsreenu/python_for_microscopists

For labeling your images using Label Studio:
https://labelstud.io/

Let us work in Anaconda command prompt. (You can use other command prompts)
Check environments: 
conda env list

Create a new environment to install Label Studio:
conda create --name give_some_name pip
(Need to specify pip as a dependency, otherwise it will not be available)

(To specify python version for your env..)
conda create -n give_some_name python=3.7

Now activate the env.
conda activate give_some_name

# Install the Label Studio package
pip install -U label-studio

# Launch it!
label-studio

Open your browser and go to the URL displayed on your screen, typically
http://0.0.0.0:8080/",Labeling images for semantic segmentation using Label Studio,2022-03-12T08:00:11+00:00
645000,"Part of the Tips and tricks series - Number: 28 

Download QuPath from:
https://qupath.github.io/

Download the groovy script from here:
https://raw.githubusercontent.com/stardist/stardist/master/extras/qupath_export_annotations.groovy",Labeling images using QuPath for semantic segmentation,2022-03-19T07:00:01+00:00
946000,"Part of the Tips and tricks series - Number: 29

Download FiJi from here:
https://imagej.net/software/fiji/

Install the LabKit plugin:
https://imagej.net/plugins/labkit/",Labeling images using LabKit for semantic segmentation,2022-03-26T07:00:05+00:00
1574000,"Part of the Tips and tricks series - Number: 30 
Random gets used quite often in python for data analysis and machine learning. This is an explainer video on the topic of 'random' and random seeds. Also, learn about the birthday paradox.

Python random uses Mersenne Twister algorithm:
https://en.wikipedia.org/wiki/Mersenne_Twister

Numpy random uses the Permuted congruential generator algorithm:
https://en.wikipedia.org/wiki/Permuted_congruential_generator

More about the Birthday paradox/problem:
https://en.wikipedia.org/wiki/Birthday_problem#Understanding_the_problem",Random is not so random - understanding random in python,2022-04-02T07:00:01+00:00
542000,"Tips tricks 31 - generating borders around objects

Code on my GitHub: https://github.com/bnsreenu/python_for_microscopists

Create border pixels from binary masks. We can include these border pixels as another class to train a multiclass semantic segmenter. 
What is the advantage? We can use border pixels to perform watershed and achieve 'instance' segmentation.",Generating borders around objects for use in semantic segmentation,2022-04-09T07:00:02+00:00
2028000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

This video goes through the process of adding borders to binary objects, then using them as masks to train a multiclass U-net model, and finally segmenting images using the trained model followed by watershed separation.",272 - Instance segmentation via semantic segmentation by using border class,2022-06-01T07:00:05+00:00
1213000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Object segmentation and analysis using voronoi otsu labeling in the pyclesperanto library in python

We will be using a multichannel CZI (Zeiss) input image for this exercise.
This requires czi file library. 

pip install czifile

For standard images (e.g., jpg, tif, etc.) use skimage, cv2, or tifffile to read
input images. 

# For installation instructions of the pyclesperanto package, 
please refer to the following link
# https://github.com/clEsperanto/pyclesperanto_prototype",275 - Object segmentation and analysis using voronoi otsu labeling,2022-06-22T07:00:12+00:00
